Place,County,StateCode,Population,ViolentCrime,PropertyCrime,SocietalCrime
grant,marshall,al,1042,15,35,13
grayson_valley,jefferson,al,665409,3005,5309,869
graysville,jefferson,al,665409,3005,5309,869
greensboro,hale,al,2179,0,0,0
greenville,butler,al,,,,
grimes,dale,al,49544,445,780,302
grove_hill,clarke,al,22515,118,170,84
guin,marion,al,2158,21,30,23
gulf_shores,baldwin,al,16274,332,696,347
gulfcrest,mobile,al,411411,1536,1895,897
guntersville,marshall,al,8858,263,468,282
gurley,madison,al,826,16,42,8
gu-win,marion,al,29156,10,34,14
hackleburg,marion,al,1430,17,17,7
hackneyville,tallapoosa,al,40977,84,164,143
haleburg,henry,al,17655,156,174,103
haleyville,winston,al,4366,153,292,249
hamilton,marion,al,29156,10,34,14
hammondville,dekalb,al,71998,204,222,252
hanceville,cullman,al,3261,90,117,86
harpersville,shelby,al,1752,33,41,37
hartford,geneva,al,2666,28,27,45
hartselle,morgan,al,15626,174,247,103
harvest,madison,al,,,,
hatton,lawrence,al,33214,113,133,97
hayden,blount,al,1328,22,45,11
hayneville,lowndes,al,751,5,5,4
hazel_green,madison,al,,,,
headland,henry,al,5320,66,129,125
heath,covington,al,37602,2,1,7
heflin,cleburne,al,3402,43,71,42
helena,shelby,al,22035,134,281,166
henagar,dekalb,al,2293,25,38,14
highland_lake,blount,al,59512,620,782,153
highland_lakes,shelby,al,230115,27,25,2
hillsboro,lawrence,al,408,1,0,0
hissop,coosa,al,10166,108,170,72
hobson,washington,al,15122,84,103,80
hobson_city,calhoun,al,115788,558,535,421
hodges,franklin,al,31932,215,312,314
hokes_bluff,etowah,al,4451,22,42,14
hollins,clay,al,14198,77,84,23
hollis_crossroads,cleburne,al,15346,268,255,98
holly_pond,cullman,al,90665,1019,1190,1184
hollywood,jackson,al,921,21,47,69
holt,tuscaloosa,al,,,,
holtville,elmore,al,89563,161,416,270
homewood,jefferson,al,25788,162,552,96
hoover,jefferson,al,92491,768,2269,584
horn_hill,covington,al,37602,2,1,7
hueytown,jefferson,al,16313,314,712,135
huguley,chambers,al,34088,128,164,89
huntsville,madison,al,218897,2957,5358,854
hurtsboro,russell,al,58555,282,268,210
hytop,jackson,al,,,,
ider,dekalb,al,743,19,45,22
indian_springs_village,shelby,al,230115,27,25,2
irondale,jefferson,al,13528,139,403,236
ivalee,etowah,al,103088,59,85,13
jackson,clarke,al,4576,119,205,110
jacksons'_gap,tallapoosa,al,40977,84,164,143
jacksonville,calhoun,al,13025,438,407,309
jasper,walker,al,14312,386,857,322
jemison,chilton,al,2662,86,128,107
joppa,cullman,al,90665,1019,1190,1184
kansas,walker,al,64339,185,370,253
kellyton,coosa,al,10166,108,170,72
kennedy,lamar,al,,,,
killen,lauderdale,al,1043,15,28,10
kimberly,jefferson,al,4036,21,53,41
kinsey,houston,al,2290,1,6,13
kinston,coffee,al,589,57,61,4
la_fayette,chambers,al,34088,128,164,89
ladonia,russell,al,58555,282,268,210
lake_view,tuscaloosa,al,3709,41,48,23
lanett,chambers,al,6716,140,309,58
langston,jackson,al,,,,
leeds,jefferson,al,12206,169,416,400
leesburg,cherokee,al,914,8,13,118
leighton,colbert,al,662,7,19,15
leroy,washington,al,15122,84,103,80
lester,limestone,al,,,,
level_plains,dale,al,1823,30,63,14
lexington,lauderdale,al,95878,445,780,302
libertyville,covington,al,37602,2,1,7
lincoln,talladega,al,7256,242,273,144
linden,marengo,al,1856,48,50,27
lineville,clay,al,2469,24,18,125
lipscomb,jefferson,al,2018,5,4,1
lisman,choctaw,al,12439,64,117,37
littleville,colbert,al,1041,11,16,6
livingston,sumter,al,3112,57,61,5
loachapoka,lee,al,180773,1382,1269,623
lockhart,covington,al,445,0,0,0
locust_fork,blount,al,59512,620,782,153
lookout_mountain,etowah,al,103088,59,85,13
louisville,barbour,al,24706,50,55,19
lowndesboro,lowndes,al,9777,44,83,2
loxley,baldwin,al,,,,
luverne,crenshaw,al,2658,49,82,11
lynn,winston,al,23755,108,127,54
macedonia,pickens,al,18697,87,111,104
madison,madison,al,,,,
madrid,houston,al,108079,570,919,431
magnolia_springs,baldwin,al,,,,
malcolm,washington,al,15122,84,103,80
malvern,geneva,al,26783,68,122,21
maplesville,chilton,al,643,10,25,28
marbury,autauga,al,59759,432,419,193
margaret,st._clair,al,5685,40,60,32
marion,perry,al,8035,0,0,0
maytown,jefferson,al,665409,3005,5309,869
mcdonald_chapel,jefferson,al,665409,3005,5309,869
mcintosh,washington,al,198,29,36,14
mckenzie,butler,al,,,,
mcmullen,pickens,al,18697,87,111,104
meadowbrook,shelby,al,230115,27,25,2
megargel,monroe,al,19404,65,80,27
memphis,pickens,al,18697,87,111,104
mentone,dekalb,al,322,3,11,1
meridianville,madison,al,,,,
midfield,jefferson,al,5036,61,109,3
midland_city,dale,al,2285,64,125,47
midway,bullock,al,,,,
mignon,talladega,al,80704,596,669,228
millbrook,elmore,al,17567,367,626,244
millerville,clay,al,14198,77,84,23
millport,lamar,al,960,2,9,15
millry,washington,al,439,3,11,0
minor,jefferson,al,665409,3005,5309,869
mobile,mobile,al,239323,8076,11082,2456
monroeville,monroe,al,5797,201,216,33
montevallo,shelby,al,7517,74,152,79
montgomery,montgomery,al,226361,519,683,135
moody,st._clair,al,13862,119,243,194
moores_mill,madison,al,,,,
mooresville,limestone,al,,,,
morris,jefferson,al,2246,14,19,38
morrison_crossroads,randolph,al,22479,240,257,106
mosses,lowndes,al,9777,44,83,2
moulton,lawrence,al,3353,81,249,140
moundville,hale,al,,,,
mount_olive_(jefferson_cnty),jefferson,al,665409,3005,5309,869
mount_vernon,mobile,al,1371,31,47,18
mountain_brook,jefferson,al,21910,38,476,168
movico,mobile,al,411411,1536,1895,897
mulga,jefferson,al,665409,3005,5309,869
munford,talladega,al,80704,596,669,228
muscle_shoals,colbert,al,16917,343,665,273
myrtlewood,marengo,al,18745,40,80,6
nanafalia,marengo,al,18745,40,80,6
nances_creek,calhoun,al,115788,558,535,421
napier_field,dale,al,410,7,8,8
natural_bridge,winston,al,23755,108,127,54
nauvoo,walker,al,64339,185,370,253
nectar,blount,al,59512,620,782,153
needham,choctaw,al,12439,64,117,37
new_brockton,coffee,al,1453,31,31,3
new_hope,madison,al,2884,26,65,11
new_market,madison,al,,,,
new_site,tallapoosa,al,40977,84,164,143
new_union,etowah,al,103088,59,85,13
newbern,hale,al,,,,
newton,dale,al,1615,35,80,3
newville,henry,al,17655,156,174,103
north_courtland,lawrence,al,486,3,2,3
north_johns,jefferson,al,665409,3005,5309,869
northport,tuscaloosa,al,30901,576,917,403
notasulga,macon,al,894,4,11,1
oak_grove,talladega,al,80704,596,669,228
oak_hill,wilcox,al,,,,
oakman,walker,al,64339,185,370,253
odenville,st._clair,al,5026,81,116,81
ohatchee,calhoun,al,1203,59,43,50
oneonta,blount,al,6798,118,378,126
onycha,covington,al,37602,2,1,7
opelika,lee,al,32010,1152,1434,784
opp,covington,al,6641,170,238,164
orange_beach,baldwin,al,8530,144,400,210
orrville,dallas,al,36767,333,417,194
our_town,tallapoosa,al,40977,84,164,143
owens_cross_roads,madison,al,2648,19,59,29
oxford,calhoun,al,22318,298,790,292
ozark,dale,al,14299,447,856,650
paint_rock,jackson,al,,,,
panola,sumter,al,11853,14,3,0
parrish,walker,al,977,23,47,17
pelham,shelby,al,24920,251,597,202
pell_city,st._clair,al,13607,231,469,249
pennington,choctaw,al,329,0,0,0
penton,chambers,al,34088,128,164,89
perdido_beach,baldwin,al,,,,
peterman,monroe,al,19404,65,80,27
petrey,crenshaw,al,13025,102,150,38
phenix_city,russell,al,38076,1500,2265,161
phil_campbell,franklin,al,988,9,24,8
pickensville,pickens,al,545,1,2,0
piedmont,calhoun,al,4779,17,21,20
pike_road,montgomery,al,226361,519,683,135
pinckard,dale,al,49544,445,780,302
pine_apple,wilcox,al,,,,
pine_hill,wilcox,al,751,21,22,12
pine_level,autauga,al,59759,432,419,193
pine_ridge,dekalb,al,71998,204,222,252
pinson,jefferson,al,665409,3005,5309,869
pisgah,jackson,al,,,,
pleasant_grove,jefferson,al,9454,121,192,91
pleasant_groves,jackson,al,,,,
point_clear,baldwin,al,,,,
pollard,escambia,al,,,,
powell,dekalb,al,71998,204,222,252
prattville,autauga,al,38679,683,1546,401
priceville,morgan,al,3822,41,42,91
prichard,mobile,al,18936,599,644,46
providence,marengo,al,18745,40,80,6
putnam,marengo,al,18745,40,80,6
ragland,st._clair,al,1715,35,27,20
rainbow_city,etowah,al,10150,82,205,90
rainsville,dekalb,al,5685,14,26,24
ranburne,cleburne,al,420,4,9,20
ray,coosa,al,10166,108,170,72
red_bay,franklin,al,3177,44,77,45
red_level,covington,al,431,0,1,0
redland,elmore,al,89563,161,416,270
redstone_arsenal,madison,al,,,,
reece_city,etowah,al,103088,59,85,13
reeltown,tallapoosa,al,40977,84,164,143
reform,pickens,al,18697,87,111,104
rehobeth,houston,al,108079,570,919,431
repton,conecuh,al,230,1,4,0
ridgeville,etowah,al,103088,59,85,13
river_falls,covington,al,37602,2,1,7
riverside,st._clair,al,2265,39,53,5
riverview,escambia,al,,,,
roanoke,randolph,al,22479,240,257,106
robertsdale,baldwin,al,7116,184,357,62
rock_creek,jefferson,al,665409,3005,5309,869
rock_mills,randolph,al,22479,240,257,106
rockford,coosa,al,10166,108,170,72
rockville,clarke,al,22515,118,170,84
rogersville,lauderdale,al,1370,11,40,130
rosa,blount,al,59512,620,782,153
russellville,franklin,al,10768,183,356,282
rutledge,crenshaw,al,13025,102,150,38
saks,calhoun,al,115788,558,535,421
samson,geneva,al,1856,16,21,35
sand_rock,cherokee,al,25302,365,533,211
sanford,covington,al,37602,2,1,7
saraland,mobile,al,16459,300,445,309
sardis_city,etowah,al,1787,19,40,26
satsuma,mobile,al,6811,49,50,20
scottsboro,jackson,al,,,,
section,jackson,al,,,,
selma,dallas,al,17296,434,496,25
selmont-west_selmont,dallas,al,36767,333,417,194
semmes,mobile,al,411411,1536,1895,897
sheffield,colbert,al,58033,260,391,197
shelby,shelby,al,230115,27,25,2
shiloh,dekalb,al,71998,204,222,252
shoal_creek,shelby,al,230115,27,25,2
shorter,macon,al,366,0,1,0
silas,choctaw,al,12439,64,117,37
silverhill,baldwin,al,1341,31,27,17
sipsey,walker,al,64339,185,370,253
skyline,jackson,al,843,7,1,8
slocomb,geneva,al,2099,5,18,3
smiths_station,lee,al,180773,1382,1269,623
smoke_rise,blount,al,59512,620,782,153
snead,blount,al,1023,33,38,40
somerville,morgan,al,802,8,16,21
south_vinemont,cullman,al,90665,1019,1190,1184
southside,etowah,al,9524,19,43,10
spanish_fort,baldwin,al,10689,85,245,74
spring_garden,cherokee,al,25302,365,533,211
springville,st._clair,al,5048,56,82,52
spruce_pine,franklin,al,31932,215,312,314
st._florian,lauderdale,al,704,22,43,19
st._stephens,washington,al,15122,84,103,80
standing_rock,chambers,al,34088,128,164,89
steele,st._clair,al,93932,309,432,308
sterrett,shelby,al,230115,27,25,2
stevenson,jackson,al,1963,71,54,43
stewartville,coosa,al,10166,108,170,72
sulligent,lamar,al,1806,33,41,16
sumiton,walker,al,2405,23,84,33
summerdale,baldwin,al,1587,57,88,68
susan_moore,blount,al,59512,620,782,153
sweet_water,marengo,al,221,0,0,0
sylacauga,talladega,al,12205,435,478,200
sylvan_springs,jefferson,al,665409,3005,5309,869
sylvania,dekalb,al,1805,21,34,10
talladega,talladega,al,15448,577,578,452
talladega_springs,talladega,al,80704,596,669,228
tallassee,elmore,al,4816,271,459,116
tarrant,jefferson,al,5913,343,491,108
taylor,houston,al,108079,570,919,431
theodore,mobile,al,411411,1536,1895,897
thomaston,marengo,al,18745,40,80,6
thomasville,clarke,al,3518,88,129,84
thorsby,chilton,al,2117,40,23,43
tibbie,washington,al,15122,84,103,80
tidmore_bend,etowah,al,103088,59,85,13
tillmans_corner,mobile,al,411411,1536,1895,897
town_creek,lawrence,al,33214,113,133,97
toxey,choctaw,al,12439,64,117,37
trafford,jefferson,al,598,1,4,3
triana,madison,al,3829,24,29,4
trinity,morgan,al,2553,88,98,65
troy,pike,al,17639,747,773,303
trussville,jefferson,al,26561,252,1022,647
tuscaloosa,tuscaloosa,al,101280,2740,4639,1983
tuscumbia,colbert,al,9081,26,54,34
tuskegee,macon,al,8600,191,275,17
twin,marion,al,29156,10,34,14
underwood-petersville,lauderdale,al,95878,445,780,302
union,greene,al,3301,137,145,15
union_grove,marshall,al,99423,191,512,75
union_springs,bullock,al,3301,137,145,15
uniontown,perry,al,8035,0,0,0
uriah,monroe,al,19404,65,80,27
valley,chambers,al,10475,297,658,284
valley_grande,dallas,al,36767,333,417,194
valley_head,dekalb,al,71998,204,222,252
vance,tuscaloosa,al,,,,
vandiver,shelby,al,230115,27,25,2
vernon,lamar,al,1371,31,47,18
vestavia_hills,jefferson,al,38515,122,569,811
vina,franklin,al,31932,215,312,314
vincent,shelby,al,230115,27,25,2
vinegar_bend,washington,al,15122,84,103,80
vredenburgh,monroe,al,19404,65,80,27
wadley,randolph,al,22479,240,257,106
waldo,talladega,al,80704,596,669,228
walnut_grove,etowah,al,773,0,0,0
warrior,jefferson,al,3189,18,19,6
waterloo,lauderdale,al,95878,445,780,302
waverly,chambers,al,34088,128,164,89
weaver,calhoun,al,3394,108,148,348
webb,houston,al,108079,570,919,431
wedowee,randolph,al,719,33,60,15
weogufka,coosa,al,10166,108,170,72
west_blocton,bibb,al,22005,120,165,36
west_end-cobb_town,calhoun,al,115788,558,535,421
west_jefferson,jefferson,al,665409,3005,5309,869
west_point,cullman,al,90665,1019,1190,1184
westover,shelby,al,230115,27,25,2
wetumpka,elmore,al,7317,124,341,348
whatley,clarke,al,22515,118,170,84
white_hall,lowndes,al,9777,44,83,2
white_plains,calhoun,al,115788,558,535,421
whitesboro,etowah,al,103088,59,85,13
wilsonville,shelby,al,230115,27,25,2
wilton,shelby,al,230115,27,25,2
winfield,marion,al,4805,93,232,84
woodland,randolph,al,22479,240,257,106
woodstock,bibb,al,1691,72,80,59
woodville,jackson,al,,,,
yellow_bluff,wilcox,al,,,,
york,sumter,al,2387,2,0,0
adak,aleutians_west,ak,,,,
akhiok,kodiak_island,ak,,,,
akiachak,bethel,ak,,,,
akiak,bethel,ak,,,,
akutan,aleutians_east,ak,,,,
alatna,yukon-koyukuk,ak,,,,
alcan_border,southeast_fairbanks,ak,,,,
aleknagik,dillingham,ak,,,,
aleneva,kodiak_island,ak,,,,
allakaket,yukon-koyukuk,ak,,,,
ambler,northwest_arctic,ak,,,,
anaktuvuk_pass,north_slope,ak,,,,
anchor_point,kenai_peninsula,ak,,,,
anchorage,anchorage,ak,,,,
anderson,denali,ak,,,,
angoon,hoonah-angoon,ak,,,,
aniak,bethel,ak,,,,
anvik,yukon-koyukuk,ak,,,,
arctic_village,yukon-koyukuk,ak,,,,
atka,aleutians_west,ak,,,,
atmautluak,bethel,ak,,,,
atqasuk,north_slope,ak,,,,
badger,fairbanks_north_star,ak,,,,
bear_creek,kenai_peninsula,ak,,,,
beaver,yukon-koyukuk,ak,,,,
beluga,kenai_peninsula,ak,,,,
bethel,bethel,ak,6267,223,43,0
bettles,yukon-koyukuk,ak,,,,
big_delta,southeast_fairbanks,ak,,,,
big_lake,matanuska-susitna,ak,,,,
birch_creek,yukon-koyukuk,ak,,,,
brevig_mission,nome,ak,,,,
buckland,northwest_arctic,ak,,,,
buffalo_soapstone,matanuska-susitna,ak,,,,
butte,matanuska-susitna,ak,,,,
cantwell,denali,ak,,,,
central,yukon-koyukuk,ak,,,,
chalkyitsik,yukon-koyukuk,ak,,,,
chefornak,bethel,ak,,,,
chena_ridge,fairbanks_north_star,ak,,,,
chickaloon,matanuska-susitna,ak,,,,
chignik,lake_and_peninsula,ak,,,,
chignik_lagoon,lake_and_peninsula,ak,,,,
chignik_lake,lake_and_peninsula,ak,,,,
chuathbaluk,bethel,ak,,,,
circle,yukon-koyukuk,ak,,,,
clam_gulch,kenai_peninsula,ak,,,,
clark's_point,dillingham,ak,,,,
coffman_cove,prince_of_wales-hyder,ak,,,,
cohoe,kenai_peninsula,ak,,,,
cold_bay,aleutians_east,ak,,,,
college,fairbanks_north_star,ak,,,,
cooper_landing,kenai_peninsula,ak,,,,
covenant_life,haines,ak,,,,
craig,prince_of_wales-hyder,ak,1028,15,4,3
crooked_creek,bethel,ak,,,,
crown_point,kenai_peninsula,ak,,,,
deering,northwest_arctic,ak,,,,
delta_junction,southeast_fairbanks,ak,,,,
deltana,southeast_fairbanks,ak,,,,
diamond_ridge,kenai_peninsula,ak,,,,
dillingham,dillingham,ak,,,,
diomede,nome,ak,,,,
dot_lake_village,southeast_fairbanks,ak,,,,
dry_creek,southeast_fairbanks,ak,,,,
eagle,southeast_fairbanks,ak,,,,
eagle_village,southeast_fairbanks,ak,,,,
edna_bay,prince_of_wales-hyder,ak,,,,
eek,bethel,ak,,,,
egegik,lake_and_peninsula,ak,,,,
eielson_afb,fairbanks_north_star,ak,,,,
ekwok,dillingham,ak,,,,
elfin_cove,hoonah-angoon,ak,,,,
elim,nome,ak,,,,
ester,fairbanks_north_star,ak,,,,
evansville,yukon-koyukuk,ak,,,,
excursion_inlet,haines,ak,,,,
fairbanks,fairbanks_north_star,ak,32785,774,2064,126
false_pass,aleutians_east,ak,,,,
farm_loop,matanuska-susitna,ak,,,,
farmers_loop,fairbanks_north_star,ak,,,,
ferry,denali,ak,,,,
fishhook,matanuska-susitna,ak,,,,
fort_greely,southeast_fairbanks,ak,,,,
fort_yukon,yukon-koyukuk,ak,,,,
four_mile_road,yukon-koyukuk,ak,,,,
fox,fairbanks_north_star,ak,,,,
fox_river,kenai_peninsula,ak,,,,
fritz_creek,kenai_peninsula,ak,,,,
funny_river,kenai_peninsula,ak,,,,
galena,yukon-koyukuk,ak,,,,
gambell,nome,ak,,,,
gateway,matanuska-susitna,ak,,,,
glacier_view,matanuska-susitna,ak,,,,
goldstream,fairbanks_north_star,ak,,,,
golovin,nome,ak,,,,
goodnews_bay,bethel,ak,,,,
grayling,yukon-koyukuk,ak,,,,
gustavus,hoonah-angoon,ak,,,,
haines,haines,ak,2058,10,20,1
halibut_cove,kenai_peninsula,ak,,,,
happy_valley,kenai_peninsula,ak,,,,
harding-birch_lakes,fairbanks_north_star,ak,,,,
healy,denali,ak,,,,
hollis,prince_of_wales-hyder,ak,,,,
holy_cross,yukon-koyukuk,ak,,,,
homer,kenai_peninsula,ak,5894,66,124,32
hoonah,hoonah-angoon,ak,,,,
hope,kenai_peninsula,ak,,,,
houston,matanuska-susitna,ak,,,,
hughes,yukon-koyukuk,ak,,,,
huslia,yukon-koyukuk,ak,,,,
hydaburg,prince_of_wales-hyder,ak,,,,
hyder,prince_of_wales-hyder,ak,,,,
igiugig,lake_and_peninsula,ak,,,,
iliamna,lake_and_peninsula,ak,,,,
juneau,juneau,ak,,,,
kachemak,kenai_peninsula,ak,,,,
kaktovik,north_slope,ak,,,,
kalifornsky,kenai_peninsula,ak,,,,
kaltag,yukon-koyukuk,ak,,,,
karluk,kodiak_island,ak,,,,
kasaan,prince_of_wales-hyder,ak,,,,
kasigluk,bethel,ak,,,,
kasilof,kenai_peninsula,ak,,,,
kenai,kenai_peninsula,ak,7713,98,218,64
ketchikan,ketchikan_gateway,ak,7953,74,98,15
kiana,northwest_arctic,ak,,,,
king_cove,aleutians_east,ak,,,,
king_salmon,bristol_bay,ak,,,,
kipnuk,bethel,ak,,,,
kivalina,northwest_arctic,ak,,,,
klawock,prince_of_wales-hyder,ak,,,,
klukwan,hoonah-angoon,ak,,,,
knik_river,matanuska-susitna,ak,,,,
knik-fairview,matanuska-susitna,ak,,,,
kobuk,northwest_arctic,ak,,,,
kodiak,kodiak_island,ak,5357,99,97,59
kodiak_station,kodiak_island,ak,,,,
kokhanok,lake_and_peninsula,ak,,,,
koliganek,dillingham,ak,,,,
kongiganak,bethel,ak,,,,
kotzebue,northwest_arctic,ak,3041,206,60,1
koyuk,nome,ak,,,,
koyukuk,yukon-koyukuk,ak,,,,
kupreanof,petersburg,ak,,,,
kwethluk,bethel,ak,,,,
kwigillingok,bethel,ak,,,,
lake_minchumina,yukon-koyukuk,ak,,,,
larsen_bay,kodiak_island,ak,,,,
lazy_mountain,matanuska-susitna,ak,,,,
levelock,lake_and_peninsula,ak,,,,
lime_village,bethel,ak,,,,
livengood,yukon-koyukuk,ak,,,,
lowell_point,kenai_peninsula,ak,,,,
lower_kalskag,bethel,ak,,,,
lutak,haines,ak,,,,
manley_hot_springs,yukon-koyukuk,ak,,,,
manokotak,dillingham,ak,,,,
mcgrath,yukon-koyukuk,ak,,,,
meadow_lakes,matanuska-susitna,ak,,,,
mekoryuk,bethel,ak,,,,
metlakatla,prince_of_wales-hyder,ak,,,,
minto,yukon-koyukuk,ak,,,,
moose_creek,fairbanks_north_star,ak,,,,
moose_pass,kenai_peninsula,ak,,,,
mosquito_lake,haines,ak,,,,
mud_bay,haines,ak,,,,
naknek,bristol_bay,ak,,,,
nanwalek,kenai_peninsula,ak,,,,
napakiak,bethel,ak,,,,
napaskiak,bethel,ak,,,,
naukati_bay,prince_of_wales-hyder,ak,,,,
nelson_lagoon,aleutians_east,ak,,,,
nenana,yukon-koyukuk,ak,,,,
new_stuyahok,dillingham,ak,,,,
newhalen,lake_and_peninsula,ak,,,,
newtok,bethel,ak,,,,
nightmute,bethel,ak,,,,
nikiski,kenai_peninsula,ak,,,,
nikolaevsk,kenai_peninsula,ak,,,,
nikolai,yukon-koyukuk,ak,,,,
nikolski,aleutians_west,ak,,,,
ninilchik,kenai_peninsula,ak,,,,
noatak,northwest_arctic,ak,,,,
nome,nome,ak,3546,251,45,2
nondalton,lake_and_peninsula,ak,,,,
noorvik,northwest_arctic,ak,,,,
north_pole,fairbanks_north_star,ak,2335,20,80,10
northway,southeast_fairbanks,ak,,,,
nuiqsut,north_slope,ak,,,,
nulato,yukon-koyukuk,ak,,,,
nunapitchuk,bethel,ak,,,,
old_harbor,kodiak_island,ak,,,,
oscarville,bethel,ak,,,,
ouzinkie,kodiak_island,ak,,,,
palmer,matanuska-susitna,ak,6305,77,123,34
pedro_bay,lake_and_peninsula,ak,,,,
pelican,hoonah-angoon,ak,,,,
perryville,lake_and_peninsula,ak,,,,
petersburg,petersburg,ak,3314,25,65,4
pilot_point,lake_and_peninsula,ak,,,,
platinum,bethel,ak,,,,
pleasant_valley,fairbanks_north_star,ak,,,,
point_hope,north_slope,ak,,,,
point_lay,north_slope,ak,,,,
point_mackenzie,matanuska-susitna,ak,,,,
port_alsworth,lake_and_peninsula,ak,,,,
port_clarence,nome,ak,,,,
port_graham,kenai_peninsula,ak,,,,
port_heiden,lake_and_peninsula,ak,,,,
port_lions,kodiak_island,ak,,,,
primrose,kenai_peninsula,ak,,,,
prudhoe_bay,north_slope,ak,,,,
quinhagak,bethel,ak,,,,
rampart,yukon-koyukuk,ak,,,,
red_devil,bethel,ak,,,,
ridgeway,kenai_peninsula,ak,,,,
ruby,yukon-koyukuk,ak,,,,
salamatof,kenai_peninsula,ak,,,,
salcha,fairbanks_north_star,ak,,,,
sand_point,aleutians_east,ak,,,,
savoonga,nome,ak,,,,
saxman,ketchikan_gateway,ak,,,,
selawik,northwest_arctic,ak,,,,
seldovia,kenai_peninsula,ak,,,,
seldovia_village,kenai_peninsula,ak,,,,
seward,kenai_peninsula,ak,2667,35,72,10
shageluk,yukon-koyukuk,ak,,,,
shaktoolik,nome,ak,,,,
shishmaref,nome,ak,,,,
shungnak,northwest_arctic,ak,,,,
sitka,sitka,ak,8392,71,63,0
skagway,skagway,ak,1035,0,5,0
skwentna,matanuska-susitna,ak,,,,
sleetmute,bethel,ak,,,,
soldotna,kenai_peninsula,ak,4527,73,141,19
south_naknek,bristol_bay,ak,,,,
south_van_horn,fairbanks_north_star,ak,,,,
st._george,aleutians_west,ak,,,,
st._michael,nome,ak,,,,
st._paul,aleutians_west,ak,,,,
stebbins,nome,ak,,,,
steele_creek,fairbanks_north_star,ak,,,,
sterling,kenai_peninsula,ak,,,,
stevens_village,yukon-koyukuk,ak,,,,
stony_river,bethel,ak,,,,
sunrise,kenai_peninsula,ak,,,,
susitna_north,matanuska-susitna,ak,,,,
sutton-alpine,matanuska-susitna,ak,,,,
takotna,yukon-koyukuk,ak,,,,
talkeetna,matanuska-susitna,ak,,,,
tanacross,southeast_fairbanks,ak,,,,
tanaina,matanuska-susitna,ak,,,,
tanana,yukon-koyukuk,ak,,,,
teller,nome,ak,,,,
tenakee_springs,hoonah-angoon,ak,,,,
tetlin,southeast_fairbanks,ak,,,,
thorne_bay,prince_of_wales-hyder,ak,,,,
togiak,dillingham,ak,,,,
tok,southeast_fairbanks,ak,,,,
toksook_bay,bethel,ak,,,,
trapper_creek,matanuska-susitna,ak,,,,
tuluksak,bethel,ak,,,,
tuntutuliak,bethel,ak,,,,
tununak,bethel,ak,,,,
twin_hills,dillingham,ak,,,,
two_rivers,fairbanks_north_star,ak,,,,
tyonek,kenai_peninsula,ak,,,,
ugashik,lake_and_peninsula,ak,,,,
unalakleet,nome,ak,,,,
unalaska,aleutians_west,ak,3908,24,28,2
upper_kalskag,bethel,ak,,,,
venetie,yukon-koyukuk,ak,,,,
wainwright,north_slope,ak,,,,
wales,nome,ak,,,,
wasilla,matanuska-susitna,ak,9809,145,450,161
whale_pass,prince_of_wales-hyder,ak,,,,
white_mountain,nome,ak,,,,
whitestone,southeast_fairbanks,ak,,,,
willow,matanuska-susitna,ak,,,,
womens_bay,kodiak_island,ak,,,,
wrangell,wrangell,ak,1984,10,8,1
yakutat,yakutat,ak,,,,
aguila,maricopa,az,,,,
ajo,pima,az,0,320,398,275
ak-chin_village,pinal,az,464154,1253,2306,658
alamo_lake,la_paz,az,16506,142,298,129
ali_chuk,pima,az,1057597,3952,10821,1607
ali_chukson,pima,az,1057597,3952,10821,1607
ali_molina,pima,az,1057597,3952,10821,1607
alpine,apache,az,,,,
amado,santa_cruz,az,,,,
anegam,pima,az,1057597,3952,10821,1607
antares,mohave,az,220816,1278,3158,1286
anthem,maricopa,az,,,,
apache_junction,pinal,az,41099,692,1217,694
arivaca,pima,az,1057597,3952,10821,1607
arivaca_junction,pima,az,1057597,3952,10821,1607
arizona_city,pinal,az,464154,1253,2306,658
arizona_village,mohave,az,220816,1278,3158,1286
arlington,maricopa,az,,,,
ash_fork,yavapai,az,246191,1245,1548,899
avenue_b_and_c,yuma,az,207842,775,1726,235
avondale,maricopa,az,91467,1831,3789,1235
avra_valley,pima,az,1057597,3952,10821,1607
bagdad,yavapai,az,246191,1245,1548,899
beaver_dam,mohave,az,220816,1278,3158,1286
beaver_valley,gila,az,,,,
benson,cochise,az,125663,433,544,553
beyerville,santa_cruz,az,,,,
bisbee,cochise,az,4909,51,47,42
bitter_springs,coconino,az,144060,430,728,107
black_canyon_city,yavapai,az,246191,1245,1548,899
blackwater,pinal,az,464154,1253,2306,658
bluewater,la_paz,az,16506,142,298,129
bouse,la_paz,az,16506,142,298,129
bowie,cochise,az,125663,433,544,553
brenda,la_paz,az,16506,142,298,129
bryce,graham,az,,,,
buckeye,maricopa,az,110002,900,1889,464
bullhead_city,mohave,az,220816,1278,3158,1286
burnside,apache,az,,,,
bylas,graham,az,,,,
cactus_flats,graham,az,,,,
cactus_forest,pinal,az,464154,1253,2306,658
cameron,coconino,az,144060,430,728,107
camp_verde,yavapai,az,12362,175,411,88
campo_bonito,pinal,az,464154,1253,2306,658
cane_beds,mohave,az,220816,1278,3158,1286
canyon_day,gila,az,,,,
carefree,maricopa,az,,,,
carrizo,gila,az,,,,
casa_blanca,pinal,az,464154,1253,2306,658
casa_grande,pinal,az,61271,1351,2178,766
casas_adobes,pima,az,1057597,3952,10821,1607
catalina,pima,az,1057597,3952,10821,1607
