Place,City,County,StateCode
preston_heights,preston_heights,will,il
princeton,princeton,bureau,il
princeton_township,princeton_township,bureau,il
princeville,princeville,peoria,il
princeville_township,princeville_township,peoria,il
prophetstown,prophetstown,whiteside,il
prophetstown_township,prophetstown_township,whiteside,il
prospect_heights,prospect_heights,cook,il
proviso,proviso,cook,il
pulaski,pulaski,pulaski,il
putman,putman,fulton,il
quarry,quarry,jersey,il
quincy,quincy,adams,il
quincy_township,quincy_township,adams,il
quiver,quiver,mason,il
raccoon,raccoon,marion,il
radnor,radnor,peoria,il
radom,radom,washington,il
raleigh,raleigh,saline,il
raleigh_township,raleigh_township,saline,il
ramsey,ramsey,fayette,il
ramsey_township,ramsey_township,fayette,il
randolph,randolph,mclean,il
rankin,rankin,vermilion,il
ransom,ransom,lasalle,il
rantoul,rantoul,champaign,il
rantoul_township,rantoul_township,champaign,il
rapids_city,rapids_city,rock_island,il
raritan,raritan,henderson,il
raritan_township,raritan_township,henderson,il
rawlins,rawlins,jo_daviess,il
raymond,raymond,montgomery,il
raymond_township_(champaign_cnty),raymond_township,champaign,il
raymond_township_(montgomery_cnty),raymond_township,montgomery,il
reading,reading,livingston,il
rector,rector,saline,il
red_bud,red_bud,randolph,il
reddick,reddick,kankakee,il
redmon,redmon,edgar,il
reed,reed,will,il
reynolds,reynolds,rock_island,il
reynolds_township,reynolds_township,lee,il
rice,rice,jo_daviess,il
rich,rich,cook,il
richfield,richfield,adams,il
richland_grove,richland_grove,mercer,il
richland_township_(la_salle_cnty),richland_township,lasalle,il
richland_township_(marshall_cnty),richland_township,marshall,il
richland_township_(shelby_cnty),richland_township,shelby,il
richmond,richmond,mchenry,il
richmond_township,richmond_township,mchenry,il
richton_park,richton_park,cook,il
richview,richview,washington,il
richview_township,richview_township,washington,il
richwood,richwood,jersey,il
richwoods,richwoods,peoria,il
ricks,ricks,christian,il
ridge,ridge,shelby,il
ridge_farm,ridge_farm,vermilion,il
ridgeland,ridgeland,iroquois,il
ridgway,ridgway,gallatin,il
ridgway_township,ridgway_township,gallatin,il
ridott,ridott,stephenson,il
ridott_township,ridott_township,stephenson,il
riley,riley,mchenry,il
ringwood,ringwood,mchenry,il
rio,rio,knox,il
rio_township,rio_township,knox,il
ripley,ripley,brown,il
ripley_township,ripley_township,brown,il
river_forest,river_forest,cook,il
river_forest_township,river_forest_township,cook,il
river_grove,river_grove,cook,il
riverdale,riverdale,cook,il
riverside,riverside,cook,il
riverside_township_(adams_cnty),riverside_township,adams,il
riverside_township_(cook_cnty),riverside_township,cook,il
riverton,riverton,sangamon,il
riverwoods,riverwoods,lake,il
rivoli,rivoli,mercer,il
roanoke,roanoke,woodford,il
roanoke_township,roanoke_township,woodford,il
robbins,robbins,cook,il
roberts,roberts,ford,il
roberts_township,roberts_township,marshall,il
robinson,robinson,crawford,il
robinson_township,robinson_township,crawford,il
rochelle,rochelle,ogle,il
rochester,rochester,sangamon,il
rochester_township,rochester_township,sangamon,il
rock_city,rock_city,stephenson,il
rock_creek,rock_creek,hancock,il
rock_creek-lima,rock_creek-lima,carroll,il
rock_falls,rock_falls,whiteside,il
rock_grove,rock_grove,stephenson,il
rock_island,rock_island,rock_island,il
rock_island_arsenal,rock_island_arsenal,rock_island,il
rock_island_township,rock_island_township,rock_island,il
rock_run,rock_run,stephenson,il
rockbridge,rockbridge,greene,il
rockbridge_township,rockbridge_township,greene,il
rockdale,rockdale,will,il
rockford,rockford,winnebago,il
rockford_township,rockford_township,winnebago,il
rockton,rockton,winnebago,il
rockton_township,rockton_township,winnebago,il
rockvale,rockvale,ogle,il
rockville,rockville,kankakee,il
rockwood,rockwood,randolph,il
rocky_run,rocky_run,hancock,il
rogers,rogers,ford,il
rolling_meadows,rolling_meadows,cook,il
rome_cdp,rome_cdp,peoria,il
rome_township,rome_township,jefferson,il
romeoville,romeoville,will,il
romine,romine,marion,il
roodhouse,roodhouse,greene,il
roodhouse_township,roodhouse_township,greene,il
rooks_creek,rooks_creek,livingston,il
rosamond,rosamond,christian,il
roscoe,roscoe,winnebago,il
roscoe_township,roscoe_township,winnebago,il
rose,rose,shelby,il
rose_hill,rose_hill,jasper,il
rosedale,rosedale,jersey,il
rosefield,rosefield,peoria,il
roselle,roselle,dupage,il
rosemont,rosemont,cook,il
roseville,roseville,warren,il
roseville_township,roseville_township,warren,il
rosewood_heights,rosewood_heights,madison,il
rosiclare,rosiclare,hardin,il
ross_township_(edgar_cnty),ross_township,edgar,il
ross_township_(pike_cnty),ross_township,pike,il
ross_township_(vermilion_cnty),ross_township,vermilion,il
rossville,rossville,vermilion,il
round_grove,round_grove,livingston,il
round_lake,round_lake,lake,il
round_lake_beach,round_lake_beach,lake,il
round_lake_heights,round_lake_heights,lake,il
round_lake_park,round_lake_park,lake,il
rountree,rountree,montgomery,il
roxana,roxana,madison,il
royal,royal,champaign,il
royal_lakes,royal_lakes,macoupin,il
royalton,royalton,franklin,il
rozetta,rozetta,henderson,il
rubicon,rubicon,greene,il
ruma,ruma,randolph,il
rural_township_(rock_island_cnty),rural_township,rock_island,il
rural_township_(shelby_cnty),rural_township,shelby,il
rush,rush,jo_daviess,il
rushville,rushville,schuyler,il
rushville_township,rushville_township,schuyler,il
russell,russell,lawrence,il
russellville,russellville,lawrence,il
rutland,rutland,lasalle,il
rutland_township_(kane_cnty),rutland_township,kane,il
rutland_township_(la_salle_cnty),rutland_township,lasalle,il
rutledge,rutledge,de_witt,il
ruyle,ruyle,jersey,il
sadorus,sadorus,champaign,il
sadorus_township,sadorus_township,champaign,il
sailor_springs,sailor_springs,clay,il
salem,salem,marion,il
salem_township_(carroll_cnty),salem_township,carroll,il
salem_township_(knox_cnty),salem_township,knox,il
salem_township_(marion_cnty),salem_township,marion,il
salina,salina,kankakee,il
saline,saline,madison,il
salt_creek,salt_creek,mason,il
sammons_point,sammons_point,kankakee,il
san_jose,san_jose,mason,il
sand_prairie,sand_prairie,tazewell,il
sand_ridge,sand_ridge,jackson,il
sandoval,sandoval,marion,il
sandoval_township,sandoval_township,marion,il
sandwich,sandwich,dekalb,il
sandwich_township,sandwich_township,dekalb,il
sangamon,sangamon,piatt,il
sangamon_valley,sangamon_valley,cass,il
santa_anna,santa_anna,de_witt,il
santa_fe,santa_fe,clinton,il
saratoga_township_(grundy_cnty),saratoga_township,grundy,il
saratoga_township_(marshall_cnty),saratoga_township,marshall,il
sargent,sargent,douglas,il
sauget,sauget,st._clair,il
sauk_village,sauk_village,cook,il
saunemin,saunemin,livingston,il
saunemin_township,saunemin_township,livingston,il
savanna,savanna,carroll,il
savanna_township,savanna_township,carroll,il
savoy,savoy,champaign,il
sawyerville,sawyerville,macoupin,il
saybrook,saybrook,mclean,il
scales_mound,scales_mound,jo_daviess,il
scales_mound_township,scales_mound_township,jo_daviess,il
schaumburg,schaumburg,cook,il
schaumburg_township,schaumburg_township,cook,il
schiller_park,schiller_park,cook,il
schram_city,schram_city,montgomery,il
sciota,sciota,mcdonough,il
sciota_township,sciota_township,mcdonough,il
scotland,scotland,mcdonough,il
scott_township_(champaign_cnty),scott_township,champaign,il
scott_township_(ogle_cnty),scott_township,ogle,il
scottville,scottville,macoupin,il
scottville_township,scottville_township,macoupin,il
seaton,seaton,mercer,il
seatonville,seatonville,bureau,il
secor,secor,woodford,il
sefton,sefton,fayette,il
selby,selby,bureau,il
seminary,seminary,fayette,il
senachwine,senachwine,putnam,il
seneca,seneca,lasalle,il
seneca_township,seneca_township,mchenry,il
serena,serena,lasalle,il
sesser,sesser,franklin,il
seven_hickory,seven_hickory,coles,il
seward_township_(kendall_cnty),seward_township,kendall,il
seward_township_(winnebago_cnty),seward_township,winnebago,il
seymour,seymour,champaign,il
shabbona,shabbona,dekalb,il
shabbona_township,shabbona_township,dekalb,il
shafter,shafter,fayette,il
shannon,shannon,carroll,il
sharon,sharon,fayette,il
shawnee,shawnee,gallatin,il
shawneetown,shawneetown,gallatin,il
shaws_point,shaws_point,macoupin,il
sheffield,sheffield,bureau,il
shelbyville,shelbyville,shelby,il
shelbyville_township,shelbyville_township,shelby,il
sheldon,sheldon,iroquois,il
sheldon_township,sheldon_township,iroquois,il
sheridan,sheridan,lasalle,il
sheridan_township,sheridan_township,logan,il
sherman,sherman,sangamon,il
sherman_township,sherman_township,mason,il
sherrard,sherrard,mercer,il
shields,shields,lake,il
shiloh,shiloh,st._clair,il
shiloh_township_(edgar_cnty),shiloh_township,edgar,il
shiloh_township_(jefferson_cnty),shiloh_township,jefferson,il
shiloh_valley,shiloh_valley,st._clair,il
shipman_town,shipman_town,macoupin,il
shipman_township,shipman_township,macoupin,il
shirland,shirland,winnebago,il
shoal_creek,shoal_creek,bond,il
shorewood,shorewood,will,il
shumway,shumway,effingham,il
sibley,sibley,ford,il
sidell,sidell,vermilion,il
sidell_township,sidell_township,vermilion,il
sidney,sidney,champaign,il
sidney_township,sidney_township,champaign,il
sigel_town,sigel_town,shelby,il
sigel_township,sigel_township,shelby,il
silver_creek,silver_creek,stephenson,il
silvis,silvis,rock_island,il
simpson,simpson,johnson,il
sims,sims,wayne,il
six_mile,six_mile,franklin,il
skokie,skokie,cook,il
sleepy_hollow,sleepy_hollow,kane,il
smallwood,smallwood,jasper,il
smithboro,smithboro,bond,il
smithfield,smithfield,fulton,il
smithton,smithton,st._clair,il
smithton_township,smithton_township,st._clair,il
somer,somer,champaign,il
somerset,somerset,jackson,il
somonauk,somonauk,dekalb,il
somonauk_township,somonauk_township,dekalb,il
songer,songer,clay,il
sonora,sonora,hancock,il
sorento,sorento,bond,il
south_barrington,south_barrington,cook,il
south_beloit,south_beloit,winnebago,il
south_chicago_heights,south_chicago_heights,cook,il
south_crouch,south_crouch,hamilton,il
south_dixon,south_dixon,lee,il
south_elgin,south_elgin,kane,il
south_fillmore,south_fillmore,montgomery,il
south_flannigan,south_flannigan,hamilton,il
south_fork,south_fork,christian,il
south_grove,south_grove,dekalb,il
south_holland,south_holland,cook,il
south_homer,south_homer,champaign,il
south_hurricane,south_hurricane,fayette,il
south_jacksonville,south_jacksonville,morgan,il
south_litchfield,south_litchfield,montgomery,il
south_macon,south_macon,macon,il
south_moline,south_moline,rock_island,il
south_muddy,south_muddy,jasper,il
south_ottawa,south_ottawa,lasalle,il
south_otter,south_otter,macoupin,il
south_palmyra,south_palmyra,macoupin,il
south_pekin,south_pekin,tazewell,il
south_rock_island,south_rock_island,rock_island,il
south_ross,south_ross,vermilion,il
south_roxana,south_roxana,madison,il
south_twigg,south_twigg,hamilton,il
south_wheatland,south_wheatland,macon,il
south_wilmington,south_wilmington,grundy,il
southern_view,southern_view,sangamon,il
southwest,southwest,crawford,il
sparland,sparland,marshall,il
sparta,sparta,randolph,il
sparta_township,sparta_township,knox,il
spaulding,spaulding,sangamon,il
spillertown,spillertown,williamson,il
spring,spring,boone,il
spring_bay,spring_bay,woodford,il
spring_bay_township,spring_bay_township,woodford,il
spring_creek,spring_creek,pike,il
spring_garden,spring_garden,jefferson,il
spring_grove,spring_grove,mchenry,il
spring_grove_township,spring_grove_township,warren,il
spring_lake,spring_lake,tazewell,il
spring_point,spring_point,cumberland,il
spring_valley,spring_valley,bureau,il
springerton,springerton,white,il
springfield,springfield,sangamon,il
springfield_township,springfield_township,sangamon,il
squaw_grove,squaw_grove,dekalb,il
st._albans,st._albans,hancock,il
st._anne,st._anne,kankakee,il
st._anne_township,st._anne_township,kankakee,il
st._augustine,st._augustine,knox,il
st._charles,st._charles,kane,il
st._charles_township,st._charles_township,kane,il
st._clair,st._clair,st._clair,il
st._david,st._david,fulton,il
st._elmo,st._elmo,fayette,il
st._francis,st._francis,effingham,il
st._francisville,st._francisville,lawrence,il
st._jacob,st._jacob,madison,il
st._jacob_township,st._jacob_township,madison,il
st._johns,st._johns,perry,il
st._joseph,st._joseph,champaign,il
st._joseph_township,st._joseph_township,champaign,il
st._libory,st._libory,st._clair,il
st._mary,st._mary,hancock,il
st._peter,st._peter,fayette,il
st._rose,st._rose,clinton,il
standard,standard,putnam,il
standard_city,standard_city,macoupin,il
stanford,stanford,mclean,il
stanford_township,stanford_township,clay,il
stanton,stanton,champaign,il
staunton,staunton,macoupin,il
staunton_township,staunton_township,macoupin,il
ste._marie,ste._marie,jasper,il
ste._marie_township,ste._marie_township,jasper,il
steeleville,steeleville,randolph,il
steger,steger,will,il
sterling,sterling,whiteside,il
sterling_township,sterling_township,whiteside,il
steuben,steuben,marshall,il
stevenson,stevenson,marion,il
steward,steward,lee,il
stewardson,stewardson,shelby,il
stickney,stickney,cook,il
stickney_township,stickney_township,cook,il
stillman_valley,stillman_valley,ogle,il
stites,stites,st._clair,il
stockland,stockland,iroquois,il
stockton,stockton,jo_daviess,il
stockton_township,stockton_township,jo_daviess,il
stone_park,stone_park,cook,il
stonefort,stonefort,williamson,il
stonefort_township,stonefort_township,saline,il
stonington,stonington,christian,il
stonington_township,stonington_township,christian,il
stookey,stookey,st._clair,il
stoy,stoy,crawford,il
strasburg,strasburg,shelby,il
stratton,stratton,edgar,il
strawn,strawn,livingston,il
streamwood,streamwood,cook,il
streator,streator,lasalle,il
stronghurst,stronghurst,henderson,il
stronghurst_township,stronghurst_township,henderson,il
sublette,sublette,lee,il
sublette_township,sublette_township,lee,il
suez,suez,mercer,il
sugar_creek,sugar_creek,clinton,il
sugar_grove,sugar_grove,kane,il
sugar_grove_township,sugar_grove_township,kane,il
sugar_loaf,sugar_loaf,st._clair,il
sullivan,sullivan,moultrie,il
sullivan_township_(livingston_cnty),sullivan_township,livingston,il
sullivan_township_(moultrie_cnty),sullivan_township,moultrie,il
sullivant,sullivant,ford,il
summerfield,summerfield,st._clair,il
summit,summit,cook,il
summit_township,summit_township,effingham,il
sumner,sumner,lawrence,il
sumner_township_(kankakee_cnty),sumner_township,kankakee,il
sumner_township_(warren_cnty),sumner_township,warren,il
sumpter,sumpter,cumberland,il
sun_river_terrace,sun_river_terrace,kankakee,il
sunbury,sunbury,livingston,il
swan,swan,warren,il
swansea,swansea,st._clair,il
sycamore,sycamore,dekalb,il
sycamore_township,sycamore_township,dekalb,il
symerton,symerton,will,il
symmes,symmes,edgar,il
table_grove,table_grove,fulton,il
talkington,talkington,sangamon,il
tallula,tallula,menard,il
tamalco,tamalco,bond,il
tamaroa,tamaroa,perry,il
tamms,tamms,alexander,il
tampico,tampico,whiteside,il
tampico_township,tampico_township,whiteside,il
tate,tate,saline,il
taylor,taylor,ogle,il
taylor_springs,taylor_springs,montgomery,il
taylorville,taylorville,christian,il
taylorville_township,taylorville_township,christian,il
tennessee,tennessee,mcdonough,il
tennessee_township,tennessee_township,mcdonough,il
terre_haute,terre_haute,henderson,il
teutopolis,teutopolis,effingham,il
teutopolis_township,teutopolis_township,effingham,il
texas,texas,de_witt,il
thawville,thawville,iroquois,il
thayer,thayer,sangamon,il
the_galena_territory,the_galena_territory,jo_daviess,il
thebes,thebes,alexander,il
third_lake,third_lake,lake,il
thomasboro,thomasboro,champaign,il
thompson,thompson,jo_daviess,il
thompsonville,thompsonville,franklin,il
thomson,thomson,carroll,il
thornton,thornton,cook,il
thornton_township,thornton_township,cook,il
tilden,tilden,randolph,il
tilton,tilton,vermilion,il
timber,timber,peoria,il
timberlane,timberlane,boone,il
time,time,pike,il
tinley_park,tinley_park,cook,il
tiskilwa,tiskilwa,bureau,il
todds_point,todds_point,shelby,il
toledo,toledo,cumberland,il
tolono,tolono,champaign,il
tolono_township,tolono_township,champaign,il
toluca,toluca,marshall,il
tompkins,tompkins,warren,il
tonica,tonica,lasalle,il
tonti,tonti,marion,il
topeka,topeka,mason,il
toulon,toulon,stark,il
toulon_township,toulon_township,stark,il
tovey,tovey,christian,il
towanda,towanda,mclean,il
towanda_township,towanda_township,mclean,il
tower_hill,tower_hill,shelby,il
tower_hill_township,tower_hill_township,shelby,il
tower_lakes,tower_lakes,lake,il
tremont,tremont,tazewell,il
tremont_township,tremont_township,tazewell,il
