Place,County
barling,sebastian
bassett,mississippi
batesville,independence
bauxite,saline
bay,craighead
bearden,ouachita
beaver,carroll
beebe,white
beedeville,jackson
bella_vista,benton
bellefonte,boone
belleville,yell
ben_lomond,sevier
benton,saline
bentonville,benton
bergman,boone
berryville,carroll
bethel_heights,benton
big_flat,baxter
bigelow,perry
biggers,randolph
birdsong,mississippi
black_oak,craighead
black_rock,lawrence
black_springs,montgomery
blevins,hempstead
blue_eye,carroll
blue_mountain,logan
bluff_city,nevada
blytheville,mississippi
bodcaw,nevada
bonanza,sebastian
bono,craighead
booneville,logan
bradford,white
bradley,lafayette
branch,franklin
briarcliff,baxter
brinkley,monroe
brookland,craighead
bryant,saline
buckner,lafayette
bull_shoals,marion
burdette,mississippi
cabot,lonoke
caddo_valley,clark
caldwell,st. francis
cale,nevada
calico_rock,izard
calion,union
camden,ouachita
cammack_village,pulaski
campbell_station,jackson
caraway,craighead
carlisle,lonoke
carthage,dallas
casa,perry
cash,craighead
caulksville,logan
cave_city,sharp
cave_springs,benton
cedarville,crawford
center_ridge,conway
centerton,benton
central_city,sebastian
charleston,franklin
cherokee_city,benton
cherokee_village,sharp
cherry_valley,cross
chester,crawford
chidester,ouachita
clarendon,monroe
clarkedale,crittenden
clarksville,johnson
clinton,van buren
coal_hill,johnson
college_station,pulaski
colt,st. francis
concord,cleburne
conway,faulkner
corinth,yell
corning,clay
cotter,baxter
cotton_plant,woodruff
cove,polk
coy,lonoke
crawfordsville,crittenden
crossett,ashley
cushman,independence
daisy,pike
damascus,van buren
danville,yell
dardanelle,yell
datto,clay
de_queen,sevier
de_valls_bluff,prairie
decatur,benton
delaplaine,greene
delight,pike
dell,mississippi
dennard,van buren
denning,franklin
dermott,chicot
des_arc,prairie
dewitt,arkansas
diamond_city,boone
diaz,jackson
dierks,howard
donaldson,hot spring
dover,pope
dumas,desha
dyer,crawford
dyess,mississippi
earle,crittenden
east_camden,ouachita
east_end,saline
edmondson,crittenden
egypt,craighead
el_dorado,union
elaine,phillips
elkins,washington
elm_springs,washington
emerson,columbia
emmet,nevada
england,lonoke
enola,faulkner
etowah,mississippi
eudora,chicot
eureka_springs,carroll
evening_shade,sharp
everton,boone
fairfield_bay,van buren
fargo,monroe
farmington,washington
fayetteville,washington
felsenthal,union
fifty-six,stone
fisher,poinsett
flippin,marion
fordyce,dallas
foreman,little river
forrest_city,st. francis
fort_smith,sebastian
fouke,miller
fountain_hill,ashley
fountain_lake,garland
fourche,perry
franklin,izard
fredonia_(biscoe),prairie
friendship,hot spring
fulton,hempstead
garfield,benton
garland,miller
garner,white
gassville,baxter
gateway,benton
gentry,benton
georgetown,white
gibson,pulaski
gilbert,searcy
gillett,arkansas
gillham,sevier
gilmore,crittenden
glenwood,pike
goshen,washington
gosnell,mississippi
gould,lincoln
grady,lincoln
grannis,polk
gravette,benton
green_forest,carroll
greenbrier,faulkner
greenland,washington
greenway,clay
greenwood,sebastian
greers_ferry,cleburne
griffithville,white
grubbs,jackson
guion,izard
gum_springs,clark
gurdon,clark
guy,faulkner
hackett,sebastian
hagarville,johnson
hamburg,ashley
hampton,calhoun
hardy,sharp
harrell,calhoun
harrisburg,poinsett
harrison,boone
hartford,sebastian
hartman,johnson
haskell,saline
hatfield,polk
havana,yell
haynes,lee
hazen,prairie
heber_springs,cleburne
hector,pope
helena-west_helena,phillips
hensley,pulaski
hermitage,bradley
hickory_ridge,cross
higden,cleburne
higginson,white
highfill,benton
highland,sharp
hindsville,madison
holiday_island,carroll
holland,faulkner
holly_grove,monroe
hope,hempstead
horatio,sevier
horseshoe_bend,izard
horseshoe_lake,crittenden
hot_springs,garland
hot_springs_village,garland
houston,perry
hoxie,lawrence
hughes,st. francis
humnoke,lonoke
humphrey,jefferson
hunter,woodruff
huntington,sebastian
huntsville,madison
huttig,union
imboden,lawrence
jacksonport,jackson
jacksonville,pulaski
jasper,newton
jennette,crittenden
jericho,crittenden
jerome,drew
johnson,washington
joiner,mississippi
jonesboro,craighead
judsonia,white
junction_city,union
keiser,mississippi
kensett,white
keo,lonoke
kibler,crawford
kingsland,cleveland
kirby,pike
knobel,clay
knoxville,johnson
lafe,greene
lagrange,lee
lake_city,craighead
lake_hamilton,garland
lake_view,phillips
lake_village,chicot
lakeview,baxter
lamar,johnson
landmark,pulaski
lavaca,sebastian
leachville,mississippi
lead_hill,boone
leola,grant
lepanto,poinsett
leslie,searcy
letona,white
lewisville,lafayette
lexa,phillips
lincoln,washington
little_flock,benton
little_rock,pulaski
lockesburg,sevier
london,pope
lonoke,lonoke
lonsdale,garland
lost_bridge_village,benton
louann,ouachita
lowell,benton
luxora,mississippi
lynn,lawrence
madison,st. francis
magazine,logan
magness,independence
magnolia,columbia
malvern,hot spring
mammoth_spring,fulton
manila,mississippi
mansfield,sebastian
marianna,lee
marie,mississippi
marion,crittenden
marked_tree,poinsett
marmaduke,greene
marshall,searcy
marvell,phillips
maumelle,pulaski
mayflower,faulkner
maynard,randolph
maysville,benton
mcalmont,pulaski
mccaskill,hempstead
mccrory,woodruff
mcdougal,clay
mcgehee,desha
mcnab,hempstead
mcneil,columbia
mcrae,white
melbourne,izard
mena,polk
menifee,conway
midland,sebastian
midway,baxter
midway_town,hot spring
mineral_springs,howard
minturn,lawrence
mitchellville,desha
monette,craighead
monticello,drew
montrose,ashley
moorefield,independence
moro,lee
morrilton,conway
morrison_bluff,logan
mount_ida,montgomery
mount_pleasant,izard
mount_vernon,faulkner
mountain_home,baxter
mountain_pine,garland
mountain_view,stone
mountainburg,crawford
mulberry,crawford
murfreesboro,pike
nashville,howard
natural_steps,pulaski
new_blaine,logan
new_edinburg,cleveland
newark,independence
newport,jackson
nimmons,clay
norfork,baxter
norman,montgomery
norphlet,union
north_crossett,ashley
north_little_rock,pulaski
oak_grove,carroll
oak_grove_heights,greene
oakhaven,hempstead
oden,montgomery
ogden,little river
oil_trough,independence
o'kean,randolph
okolona,clark
ola,yell
omaha,boone
oppelo,conway
osceola,mississippi
oxford,izard
ozan,hempstead
ozark,franklin
palestine,st. francis
pangburn,white
paragould,greene
paris,logan
parkdale,ashley
parkin,cross
patmos,hempstead
patterson,woodruff
pea_ridge,benton
peach_orchard,clay
perla,hot spring
perry,perry
perrytown,hempstead
perryville,perry
piggott,clay
pindall,searcy
pine_bluff,jefferson
pineville,izard
piney,garland
plainview,yell
pleasant_plains,independence
plumerville,conway
pocahontas,randolph
pollard,clay
portia,lawrence
portland,ashley
pottsville,pope
powhatan,lawrence
poyen,grant
prairie_creek,benton
prairie_grove,washington
prattsville,grant
prescott,nevada
pyatt,marion
quitman,cleburne
ratcliff,logan
ravenden,lawrence
ravenden_springs,randolph
rector,clay
redfield,jefferson
reed,desha
reyno,randolph
rison,cleveland
rockport,hot spring
rockwell,garland
roe,monroe
rogers,benton
roland,pulaski
rondo,lee
rose_bud,white
rosston,nevada
rudy,crawford
russell,white
russellville,pope
rye,cleveland
salem,fulton
salem_cdp,saline
salesville,baxter
scott,pulaski
scranton,logan
searcy,white
sedgwick,lawrence
shannon_hills,saline
sheridan,grant
sherrill,jefferson
sherwood,pulaski
shirley,van buren
sidney,sharp
siloam_springs,benton
smackover,union
smithville,lawrence
south_lead_hill,boone
southside,independence
sparkman,dallas
springdale,washington
springtown,benton
st._charles,arkansas
st._francis,clay
st._joe,searcy
st._paul,madison
stamps,lafayette
star_city,lincoln
staves,cleveland
stephens,ouachita
strawberry,lawrence
strong,union
stuttgart,arkansas
subiaco,logan
success,clay
sulphur_rock,independence
sulphur_springs,benton
sulphur_springs_cdp,jefferson
summit,marion
sunset,crittenden
sweet_home,pulaski
swifton,jackson
taylor,columbia
texarkana,miller
thornton,calhoun
tillar,drew
tinsman,calhoun
tollette,howard
tontitown,washington
traskwood,saline
trumann,poinsett
tuckerman,jackson
tull,grant
tumbling_shoals,cleburne
tupelo,jackson
turrell,crittenden
twin_groves,faulkner
tyronza,poinsett
ulm,prairie
valley_springs,boone
van_buren,crawford
vandervoort,polk
victoria,mississippi
vilonia,faulkner
viola,fulton
wabbaseka,jefferson
waldenburg,poinsett
waldo,columbia
waldron,scott
walnut_ridge,lawrence
ward,lonoke
warren,bradley
washington,hempstead
watson,desha
weiner,poinsett
weldon,jackson
west_crossett,ashley
west_fork,washington
west_memphis,crittenden
west_point,white
western_grove,newton
wheatley,st. francis
whelen_springs,clark
white_hall,jefferson
wickes,polk
widener,st. francis
wiederkehr_village,franklin
williford,sharp
willisville,nevada
wilmar,drew
wilmot,ashley
wilson,mississippi
wilton,little river
winchester,drew
winslow,washington
winthrop,little river
woodlawn,cleveland
woodson,pulaski
wooster,faulkner
wrightsville,pulaski
wynne,cross
yarborough_landing,little river
yellville,marion
zinc,boone
acalanes_ridge,contra costa
acampo,san joaquin
acton,los angeles
adelanto,san bernardino
adin,modoc
agoura_hills,los angeles
agua_dulce,los angeles
aguanga,riverside
ahwahnee,madera
airport,stanislaus
alameda,alameda
alamo,contra costa
albany,alameda
albion,mendocino
alderpoint,humboldt
alhambra,los angeles
alhambra_valley,contra costa
aliso_viejo,orange
alleghany,sierra
allendale,solano
allensworth,tulare
alondra_park,los angeles
alpaugh,tulare
alpine,san diego
alpine_village,alpine
alta,placer
alta_sierra,nevada
altadena,los angeles
alto,marin
alturas,modoc
alum_rock,santa clara
amador_city,amador
american_canyon,napa
amesti,santa cruz
anaheim,orange
anchor_bay,mendocino
anderson,shasta
angels,calaveras
angwin,napa
antelope,sacramento
antioch,contra costa
anza,riverside
apple_valley,san bernardino
aptos,santa cruz
aptos_hills-larkin_valley,santa cruz
arbuckle,colusa
arcadia,los angeles
arcata,humboldt
arden-arcade,sacramento
armona,kings
arnold,calaveras
aromas,monterey
arroyo_grande,san luis obispo
artesia,los angeles
artois,glenn
arvin,kern
ashland,alameda
aspen_springs,mono
atascadero,san luis obispo
atherton,san mateo
atwater,merced
auberry,fresno
auburn,placer
auburn_lake_trails,el dorado
august,san joaquin
avalon,los angeles
avenal,kings
avery,calaveras
avilla_beach,san luis obispo
avocado_heights,los angeles
azusa,los angeles
baker,san bernardino
bakersfield,kern
baldwin_park,los angeles
ballard,santa barbara
ballico,merced
bangor,butte
banning,riverside
barstow,san bernardino
bass_lake,madera
bay_point,contra costa
bayview_(contra_costa_cnty),contra costa
bayview_(humboldt_cnty),humboldt
beale_afb,yuba
bear_creek,merced
bear_valley_(alpine_cnty),alpine
bear_valley_(mariposa_cnty),mariposa
bear_valley_springs,kern
beaumont,riverside
beckwourth,plumas
belden,plumas
bell,los angeles
bell_canyon,ventura
bell_gardens,los angeles
bella_vista,shasta
bellflower,los angeles
belmont,san mateo
belvedere,marin
ben_lomond,santa cruz
benbow,humboldt
bend,tehama
benicia,solano
benton,mono
berkeley,alameda
bermuda_dunes,riverside
berry_creek,butte
bertsch-oceanview,del norte
bethel_island,contra costa
beverly_hills,los angeles
bieber,lassen
big_bear_city,san bernardino
big_bear_lake,san bernardino
big_bend,shasta
big_creek,fresno
big_lagoon,humboldt
big_pine,inyo
big_river,san bernardino
biggs,butte
biola,fresno
bishop,inyo
black_point-green_point,marin
blackhawk,contra costa
blacklake,san luis obispo
blairsden,plumas
bloomfield,sonoma
bloomington,san bernardino
blue_lake,humboldt
bluewater,san bernardino
blythe,riverside
bodega,sonoma
bodega_bay,sonoma
bodfish,kern
bolinas,marin
bombay_beach,imperial
bonadelle_ranchos-madera_ranchos,madera
bonita,san diego
bonny_doon,santa cruz
bonsall,san diego
boonville,mendocino
bootjack,mariposa
boron,kern
boronda,monterey
borrego_springs,san diego
bostonia,san diego
boulder_creek,santa cruz
boulevard,san diego
bowles,fresno
boyes_hot_springs,sonoma
bradbury,los angeles
bradley,monterey
brawley,imperial
brea,orange
brentwood,contra costa
bret_harte,stanislaus
bridgeport,mono
brisbane,san mateo
broadmoor,san mateo
brookdale,santa cruz
brooktrails,mendocino
buck_meadows,mariposa
buckhorn,amador
buellton,santa barbara
buena_park,orange
buena_vista,amador
burbank,los angeles
burlingame,san mateo
burney,shasta
burnt_ranch,trinity
butte_creek_canyon,butte
butte_meadows,butte
butte_valley,butte
buttonwillow,kern
byron,contra costa
bystrom,stanislaus
cabazon,riverside
calabasas,los angeles
calexico,imperial
california_city,kern
california_hot_springs,tulare
california_pines,modoc
calimesa,riverside
calipatria,imperial
calistoga,napa
callender,san luis obispo
calpella,mendocino
calpine,sierra
calwa,fresno
camanche_north_shore,amador
camanche_village,amador
camarillo,ventura
cambria,san luis obispo
cambrian_park,santa clara
cameron_park,el dorado
camino,el dorado
camino_tassajara,contra costa
camp_nelson,tulare
camp_pendleton_north,san diego
camp_pendleton_south,san diego
campbell,santa clara
campo,san diego
camptonville,yuba
canby,modoc
cantua_creek,fresno
canyon_lake,riverside
capitola,santa cruz
carlsbad,san diego
carmel_valley_village,monterey
carmel-by-the-sea,monterey
carmet,sonoma
carmichael,sacramento
carnelian_bay,placer
carpinteria,santa barbara
carrick,siskiyou
carson,los angeles
cartago,inyo
caruthers,fresno
casa_conejo,ventura
casa_de_oro-mount_helix,san diego
casmalia,santa barbara
caspar,mendocino
cassel,shasta
castaic,los angeles
castle_hill,contra costa
castro_valley,alameda
castroville,monterey
cathedral_city,riverside
catheys_valley,mariposa
cayucos,san luis obispo
cazadero,sonoma
cedar_ridge,tuolumne
cedarville,modoc
centerville,fresno
ceres,stanislaus
cerritos,los angeles
chalfant,mono
challenge-brownsville,yuba
channel_islands_beach,ventura
charter_oak,los angeles
cherokee,butte
cherokee_strip,kern
cherry_valley,riverside
cherryland,alameda
chester,plumas
chico,butte
chilcoot-vinton,plumas
china_lake_acres,kern
chinese_camp,tuolumne
chino,san bernardino
chino_hills,san bernardino
chowchilla,madera
chualar,monterey
chula_vista,san diego
citrus,los angeles
citrus_heights,sacramento
claremont,los angeles
clarksburg,yolo
clay,sacramento
clayton,contra costa
clear_creek,lassen
clearlake,lake
clearlake_oaks,lake
clearlake_riviera,lake
cleone,mendocino
clio,plumas
cloverdale,sonoma
clovis,fresno
clyde,contra costa
coachella,riverside
coalinga,fresno
coarsegold,madera
cobb,lake
coffee_creek,trinity
cohasset,butte
cold_springs_(el_dorado_cnty),el dorado
cold_springs_(tuolumne_cnty),tuolumne
coleville,mono
colfax,placer
college_city,colusa
collierville,san joaquin
colma,san mateo
coloma,el dorado
colton,san bernardino
columbia,tuolumne
colusa,colusa
commerce,los angeles
comptche,mendocino
compton,los angeles
concord,contra costa
concow,butte
contra_costa_centre,contra costa
copperopolis,calaveras
corcoran,kings
corning,tehama
corona,riverside
coronado,san diego
coronita,riverside
corralitos,santa cruz
